figure_id,panel,series,item,source_path,source_sha256,row_filter,field,transformation,source_value_unrounded,derived_value_unrounded,displayed_value,evidence_class,notes
fig3_predictive_skill_horizon,A,S4,day_4_ci_high,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=4,skill_ci_high,multiply by 100 for percent axis,0.14796440730489685,14.796440730489685,14.80,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_4_ci_low,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=4,skill_ci_low,multiply by 100 for percent axis,-0.1366287044120328,-13.662870441203278,-13.66,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_4_skill,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=4,MAE_skill_vs_persistence,multiply by 100 for percent axis,0.022393932357601565,2.2393932357601565,2.24,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_5_ci_high,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=5,skill_ci_high,multiply by 100 for percent axis,0.18051264162980357,18.051264162980356,18.05,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_5_ci_low,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=5,skill_ci_low,multiply by 100 for percent axis,-0.0396654821924054,-3.96654821924054,-3.97,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_5_skill,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=5,MAE_skill_vs_persistence,multiply by 100 for percent axis,0.08184021213804193,8.184021213804193,8.18,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_6_ci_high,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=6,skill_ci_high,multiply by 100 for percent axis,0.18041278263144292,18.041278263144292,18.04,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_6_ci_low,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=6,skill_ci_low,multiply by 100 for percent axis,0.004628234012849572,0.46282340128495725,0.46,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_6_predictively_useful_flag,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=6,predictively_useful,none; determines highlighted diamond marker,True,True,day 6 highlighted as farthest predictively useful horizon,frozen E5 persistence-skill inference,Statistical criterion only; not an operational warning lead time.
fig3_predictive_skill_horizon,A,S4,day_6_skill,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=6,MAE_skill_vs_persistence,multiply by 100 for percent axis,0.09742765463736902,9.742765463736902,9.74,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_7_ci_high,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=7,skill_ci_high,multiply by 100 for percent axis,0.1674744264846324,16.74744264846324,16.75,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_7_ci_low,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=7,skill_ci_low,multiply by 100 for percent axis,-0.0024120723358658884,-0.24120723358658885,-0.24,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_7_skill,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=7,MAE_skill_vs_persistence,multiply by 100 for percent axis,0.08932141874139077,8.932141874139077,8.93,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_8_ci_high,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=8,skill_ci_high,multiply by 100 for percent axis,0.14058741137548092,14.058741137548092,14.06,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_8_ci_low,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=8,skill_ci_low,multiply by 100 for percent axis,-0.020350108133846967,-2.0350108133846967,-2.04,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_8_skill,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=8,MAE_skill_vs_persistence,multiply by 100 for percent axis,0.06349197470250334,6.349197470250334,6.35,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_9_ci_high,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=9,skill_ci_high,multiply by 100 for percent axis,0.12417127742902219,12.417127742902219,12.42,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_9_ci_low,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=9,skill_ci_low,multiply by 100 for percent axis,-0.02287768570718529,-2.287768570718529,-2.29,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,A,S4,day_9_skill,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=9,MAE_skill_vs_persistence,multiply by 100 for percent axis,0.0562563873837465,5.62563873837465,5.63,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_10_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=10,NSE,none,0.8484425190011717,0.8484425190011717,0.848,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_11_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=11,NSE,none,0.8339893709114414,0.8339893709114414,0.834,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_12_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=12,NSE,none,0.8194619547481737,0.8194619547481737,0.819,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_13_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=13,NSE,none,0.8054678575246224,0.8054678575246224,0.805,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_14_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=14,NSE,none,0.7907920689028832,0.7907920689028832,0.791,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_1_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=1,NSE,none,0.9664176277933582,0.9664176277933582,0.966,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_2_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=2,NSE,none,0.9615605278144524,0.9615605278144524,0.962,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_3_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=3,NSE,none,0.9531026218106431,0.9531026218106431,0.953,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_4_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=4,NSE,none,0.9426876904822952,0.9426876904822952,0.943,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_5_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=5,NSE,none,0.9299782889366399,0.9299782889366399,0.930,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_6_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=6,NSE,none,0.9144828996410675,0.9144828996410675,0.914,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_7_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=7,NSE,none,0.8978997650817107,0.8978997650817107,0.898,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_8_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=8,NSE,none,0.8801870971798036,0.8801870971798036,0.880,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
fig3_predictive_skill_horizon,B,S4,day_9_NSE,reproducibility/frozen_e0_e5/summaries/e5_persistence_skill_inference.csv,cc663bd7aa65642fc7e20f97e4431c0f434216a368d5121e4dbd197eebe9fc44,station_set=S4;horizon_days=9,NSE,none,0.8639856483754773,0.8639856483754773,0.864,frozen E5 persistence-skill inference,"Predictively useful is a statistical criterion, not an operational warning lead time."
figS1_station_contribution,A,incremental_addition,CKH_day_14,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=incremental_addition;station=CKH;horizon_days=14;reference_set=S1;comparison_set=S2,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.029301742522438556,0.029301742522438556,0.029,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,A,incremental_addition,CKH_day_7,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=incremental_addition;station=CKH;horizon_days=7;reference_set=S1;comparison_set=S2,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.057700005683673616,0.057700005683673616,0.058,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,A,incremental_addition,CSA_day_14,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=incremental_addition;station=CSA;horizon_days=14;reference_set=S3;comparison_set=S4,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.011336706226928284,0.011336706226928284,0.011,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,A,incremental_addition,CSA_day_7,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=incremental_addition;station=CSA;horizon_days=7;reference_set=S3;comparison_set=S4,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.08175252987933734,0.08175252987933734,0.082,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,A,incremental_addition,LUA_day_14,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=incremental_addition;station=LUA;horizon_days=14;reference_set=S2;comparison_set=S3,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.022130261339666002,0.022130261339666002,0.022,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,A,incremental_addition,LUA_day_7,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=incremental_addition;station=LUA;horizon_days=7;reference_set=S2;comparison_set=S3,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.032098928229557955,0.032098928229557955,0.032,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,A,incremental_addition,VIE_day_14,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=incremental_addition;station=VIE;horizon_days=14;reference_set=S0;comparison_set=S1,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.005480892033387308,0.005480892033387308,0.005,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,A,incremental_addition,VIE_day_7,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=incremental_addition;station=VIE;horizon_days=7;reference_set=S0;comparison_set=S1,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,-0.018893023146104193,-0.018893023146104193,-0.019,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,B,leave_one_out,CKH_day_14,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=leave_one_out;station=CKH;horizon_days=14;reference_set=S4;comparison_set=S4-CKH,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.005695341326821257,0.005695341326821257,0.006,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,B,leave_one_out,CKH_day_7,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=leave_one_out;station=CKH;horizon_days=7;reference_set=S4;comparison_set=S4-CKH,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.013812168191546959,0.013812168191546959,0.014,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,B,leave_one_out,CSA_day_14,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=leave_one_out;station=CSA;horizon_days=14;reference_set=S4;comparison_set=S4-CSA,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.011336706226928284,0.011336706226928284,0.011,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,B,leave_one_out,CSA_day_7,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=leave_one_out;station=CSA;horizon_days=7;reference_set=S4;comparison_set=S4-CSA,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.08175252987933734,0.08175252987933734,0.082,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,B,leave_one_out,LUA_day_14,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=leave_one_out;station=LUA;horizon_days=14;reference_set=S4;comparison_set=S4-LUA,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.05351806050927188,0.05351806050927188,0.054,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,B,leave_one_out,LUA_day_7,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=leave_one_out;station=LUA;horizon_days=7;reference_set=S4;comparison_set=S4-LUA,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,0.014845775803002614,0.014845775803002614,0.015,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,B,leave_one_out,VIE_day_14,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=leave_one_out;station=VIE;horizon_days=14;reference_set=S4;comparison_set=S4-VIE,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,-0.009548207548387033,-0.009548207548387033,-0.010,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS1_station_contribution,B,leave_one_out,VIE_day_7,reproducibility/frozen_e0_e5/summaries/e4_station_contributions.csv,994f75a047aac43d63b4fb4a893dede7582623bb15c4fa879c1382420148a663,analysis=leave_one_out;station=VIE;horizon_days=7;reference_set=S4;comparison_set=S4-VIE,MAE_improvement_m,none; positive means adding/retaining station lowered validation MAE,-0.005995116299319925,-0.005995116299319925,-0.006,exploratory E4 validation-only single-seed,Predictive ablation; not causal station importance.
figS2_event_sensitivity,A,S0_day_14,POD,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S0;horizon_days=14;metric=POD_recall,POD_recall,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.17142857142857143;0.20000000000000001;0.14285714285714285;0.17142857142857143;0.11428571428571428;0.26666666666666666;0.46666666666666667;0.43333333333333335;0.33333333333333331;0.43333333333333335;0;0;0;0;0,0.18222222222222223,mean=0.182;finite/total=15/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,A,S0_day_7,POD,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S0;horizon_days=7;metric=POD_recall,POD_recall,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.65714285714285714;0.62857142857142856;0.62857142857142856;0.62857142857142856;0.54285714285714282;0.5;0.59375;0.5625;0.5;0.5;0;0;0;0;0,0.38279761904761905,mean=0.383;finite/total=15/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,A,S4_day_14,POD,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S4;horizon_days=14;metric=POD_recall,POD_recall,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.20000000000000001;0.14285714285714285;0.22857142857142856;0.14285714285714285;0.20000000000000001;0.43333333333333335;0.29999999999999999;0.36666666666666664;0.33333333333333331;0.23333333333333334;0;0;0;0;0,0.17206349206349209,mean=0.172;finite/total=15/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,A,S4_day_7,POD,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S4;horizon_days=7;metric=POD_recall,POD_recall,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.59999999999999998;0.68571428571428572;0.7142857142857143;0.62857142857142856;0.68571428571428572;0.6875;0.59375;0.65625;0.59375;0.46875;0.5;0.35714285714285715;0.35714285714285715;0.5714285714285714;0.8571428571428571,0.5971428571428572,mean=0.597;finite/total=15/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,B,S0_day_14,FAR,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S0;horizon_days=14;metric=FAR,FAR,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.5714285714285714;0.5;0.58333333333333337;0.53846153846153844;0.5;0.57894736842105265;0.48148148148148145;0.47999999999999998;0.5;0.47999999999999998,0.5213652293125978,mean=0.521;finite/total=10/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,B,S0_day_7,FAR,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S0;horizon_days=7;metric=FAR,FAR,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.17857142857142858;0.18518518518518517;0.18518518518518517;0.18518518518518517;0.13636363636363635;0.44827586206896552;0.47222222222222221;0.4375;0.46666666666666667;0.46666666666666667;1,0.3783474580104674,mean=0.378;finite/total=11/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,B,S4_day_14,FAR,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S4;horizon_days=14;metric=FAR,FAR,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.36363636363636365;0.2857142857142857;0.52941176470588236;0.2857142857142857;0.41666666666666669;0.45833333333333331;0.5;0.47619047619047616;0.47368421052631576;0.53333333333333333;1,0.4838804290746312,mean=0.484;finite/total=11/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,B,S4_day_7,FAR,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S4;horizon_days=7;metric=FAR,FAR,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.16;0.17241379310344829;0.16666666666666666;0.12;0.17241379310344829;0.40540540540540543;0.32142857142857145;0.40000000000000002;0.34482758620689657;0.16666666666666666;0.66666666666666663;0.6875;0.6875;0.63636363636363635;0.5714285714285714,0.3786187571359985,mean=0.379;finite/total=15/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,C,S0_day_14,CSI,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S0;horizon_days=14;metric=CSI,CSI,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.13953488372093023;0.16666666666666666;0.11904761904761904;0.14285714285714285;0.10256410256410256;0.1951219512195122;0.32558139534883723;0.30952380952380953;0.25;0.30952380952380953;0;0;0;0;0,0.13736142536482865,mean=0.137;finite/total=15/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,C,S0_day_7,CSI,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S0;horizon_days=7;metric=CSI,CSI,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.57499999999999996;0.55000000000000004;0.55000000000000004;0.55000000000000004;0.5;0.35555555555555557;0.38775510204081631;0.39130434782608697;0.34782608695652173;0.34782608695652173;0;0;0;0;0,0.30368447862236686,mean=0.304;finite/total=15/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
figS2_event_sensitivity,C,S4_day_14,CSI,reproducibility/frozen_e0_e5/summaries/e5_high_water_event_metrics.csv,f56a4b4431d82755cf28ccde51617ce49be8109ccccf2d87eced3e3cdaa70817,threshold_name=train_q95;station_set=S4;horizon_days=14;metric=CSI,CSI,"arithmetic mean of finite cells only; undefined cells excluded, never replaced by zero",0.17948717948717949;0.13513513513513514;0.18181818181818182;0.13513513513513514;0.17499999999999999;0.31707317073170732;0.23076923076923078;0.27500000000000002;0.25641025641025639;0.18421052631578946;0;0;0;0;0,0.13800258772017437,mean=0.138;finite/total=15/25,exploratory E5 event sensitivity,train_q95 only; not flood-warning validation.
